areaCode,Geometry
E02005201,"{""coordinates"":[[[-2.65271625185272,53.6326896230586],[-2.64799693619464,53.6296828841],[-2.64460321926483,53.6314270536197],[-2.63467939250334,53.6268434524488],[-2.63940023360068,53.6227384387925],[-2.63531809010567,53.6219199267625],[-2.62717222765555,53.6190682427549],[-2.6245552537018,53.6160232801041],[-2.62214750957065,53.6131156261403],[-2.63128342330496,53.6052181778851],[-2.63616092426083,53.6082906387025],[-2.65937028055435,53.6036478281454],[-2.66133912602675,53.6033438088286],[-2.68931235371905,53.6043028657624],[-2.69630171387975,53.6049185672108],[-2.69944848628028,53.6142994975468],[-2.69475249048157,53.6157653575268],[-2.6893974797782,53.6124063392],[-2.67429375247226,53.6159017944001],[-2.67529694256406,53.6240262483464],[-2.66758511329628,53.6283930566239],[-2.6630208711227,53.6327297754074],[-2.65271625185272,53.6326896230586]]],""type"":""Polygon""}"
E02005202,"{""coordinates"":[[[-2.58404918150539,53.6417955228244],[-2.57631187769152,53.6350958033621],[-2.57374651630909,53.6389591879164],[-2.56748887969496,53.6380241573303],[-2.55305470025674,53.6423423840559],[-2.52375966949537,53.6391006025626],[-2.52006159300891,53.6304817450101],[-2.51132309598895,53.6269951179074],[-2.53720575344361,53.6123940506417],[-2.53723878587839,53.6123503391576],[-2.54114798872715,53.6102495306323],[-2.55003926182007,53.6078332137594],[-2.55661371177156,53.6036573823091],[-2.5576670337402,53.601652319192],[-2.55992356369688,53.598908051587],[-2.57400379846444,53.5942905474929],[-2.5828359957056,53.6046143159095],[-2.59498686286313,53.6106984775177],[-2.59735376338198,53.609397082466],[-2.60343284849722,53.6081046868654],[-2.60354629410935,53.6079918764712],[-2.6062557275248,53.6067380295608],[-2.61523272509938,53.6027768146157],[-2.61739562881653,53.5958362729144],[-2.62590676673956,53.593683346038],[-2.62815702652535,53.5953064698337],[-2.63128342330496,53.6052181778851],[-2.62214750957065,53.6131156261403],[-2.6245552537018,53.6160232801041],[-2.62717222765555,53.6190682427549],[-2.6117368530351,53.6349523010308],[-2.61221233966877,53.6392385374726],[-2.61085756619801,53.6439461900258],[-2.59459089135944,53.6513146309315],[-2.59356401894712,53.6549875243158],[-2.58789724155855,53.6532231273135],[-2.58404918150539,53.6417955228244]]],""type"":""Polygon""}"
E02005203,"{""coordinates"":[[[-2.90631573066472,53.864410203877],[-2.89610233916705,53.8604601922228],[-2.88662849894848,53.8635721299043],[-2.88503040964726,53.8629406286566],[-2.87930015236844,53.8604290040798],[-2.87824472749111,53.8606926719485],[-2.87582695108587,53.8570493373592],[-2.88447334189531,53.8556227457351],[-2.88527966761058,53.8553426888699],[-2.885739276581,53.8551595007262],[-2.89069287415863,53.8476680205695],[-2.88593418056026,53.8446554376276],[-2.88500269742558,53.8442926704538],[-2.87161524358271,53.843152139659],[-2.86698474076699,53.8457000200674],[-2.85758716612148,53.8426065482135],[-2.87012343988513,53.8313708889286],[-2.87967499989977,53.828925701648],[-2.88319522538912,53.824458322324],[-2.8884711262961,53.8254245145339],[-2.89149136567227,53.8186828592521],[-2.88607638779116,53.8017621338225],[-2.91021645891122,53.8006838977575],[-2.91188226216463,53.7930426871017],[-2.91014941598044,53.7906360660122],[-2.90852978624196,53.782270193842],[-2.93584316064401,53.7747762253962],[-2.93746642118546,53.7708193904276],[-2.92835390202225,53.7669695970369],[-2.93971853305183,53.7583258560767],[-2.95366052959098,53.7557590475631],[-2.94758924511421,53.7517256856187],[-2.95257831779887,53.7510568006027],[-2.96271346191834,53.7521323951453],[-2.97282412409368,53.7573488515051],[-2.97284232271752,53.7612181463374],[-2.98362115993365,53.7663614582565],[-2.98214467861228,53.769850648581],[-2.98950259427948,53.7723038116697],[-2.99656059396,53.774449495458],[-3.00612353965304,53.7879348517214],[-3.00398398658341,53.7910337588894],[-2.99937564433579,53.7941717359023],[-2.98461060416681,53.7937772024555],[-2.9895274284996,53.8004134198192],[-2.98649278284966,53.802199613529],[-2.99443723579859,53.8144861860276],[-2.99449843318636,53.8176570487957],[-2.99501447817488,53.8184912858216],[-3.01065272465849,53.8261937622331],[-2.99395847628264,53.8295027243068],[-2.96177820355988,53.8283468403275],[-2.96873826479211,53.8359870791048],[-2.97078688587489,53.8404899169186],[-2.96550507906823,53.8472108020935],[-2.98100461574961,53.8575437005526],[-2.98181654513245,53.858072943688],[-2.97898330535823,53.8590783907727],[-2.97799231788115,53.861960877572],[-2.97731555332847,53.8619265693179],[-2.95998508939291,53.8610466156806],[-2.94394657954146,53.8500841976166],[-2.93787420296369,53.8516651957357],[-2.93340009688662,53.8561563752565],[-2.92067840752034,53.8565243227365],[-2.91232667276589,53.8597887870527],[-2.91119385899995,53.8634951308911],[-2.90631573066472,53.864410203877]]],""type"":""Polygon""}"
E02005204,"{""coordinates"":[[[-2.86074585495878,53.7829889920081],[-2.85688312234096,53.7781305588473],[-2.86726087985164,53.7818204700087],[-2.86938833062341,53.7781963784234],[-2.87083795830176,53.7802327452143],[-2.87915715539252,53.7790029856622],[-2.87947610622776,53.781520121693],[-2.8799427343432,53.781425276759],[-2.89633206661785,53.7811706030906],[-2.88008840380966,53.769792316805],[-2.88537390468545,53.7653914630577],[-2.89412483828687,53.7696059464078],[-2.92288837130422,53.7644377817418],[-2.92835390202225,53.7669695970369],[-2.93746642118546,53.7708193904276],[-2.93584316064401,53.7747762253962],[-2.90852978624196,53.782270193842],[-2.91014941598044,53.7906360660122],[-2.91188226216463,53.7930426871017],[-2.91021645891122,53.8006838977575],[-2.88607638779116,53.8017621338225],[-2.89149136567227,53.8186828592521],[-2.8884711262961,53.8254245145339],[-2.88319522538912,53.824458322324],[-2.86851876170683,53.81429780115],[-2.87087678525474,53.8060539995013],[-2.86121261883096,53.7931160521244],[-2.86496993656535,53.787194623215],[-2.86074585495878,53.7829889920081]]],""type"":""Polygon""}"
E02005205,"{""coordinates"":[[[-2.87012343988513,53.8313708889286],[-2.86222624811341,53.8293882671452],[-2.84086956064503,53.831277364439],[-2.82599444305045,53.8199873952341],[-2.81525922350643,53.8081831718486],[-2.78050660419553,53.7876435714484],[-2.79628078047998,53.7738079351725],[-2.79663847498704,53.7732916126539],[-2.7984249647831,53.7687567035378],[-2.79499600624955,53.7627421702357],[-2.79581555375127,53.7621155620248],[-2.79440644514868,53.7608342164712],[-2.79293387737736,53.7608520684301],[-2.78979991817262,53.756397608427],[-2.79396642738162,53.7519945905529],[-2.80228042104487,53.7502339003782],[-2.8061480968844,53.7521682548654],[-2.80358871302964,53.74981346794],[-2.8202735252673,53.7463313843367],[-2.82242251235056,53.7494688850596],[-2.82273414455058,53.7454534095893],[-2.84528374007783,53.7407803924101],[-2.85383839809164,53.749345148972],[-2.85946832220495,53.7497402352998],[-2.85965201199301,53.74975312583],[-2.8542868251824,53.754931469717],[-2.86515771693,53.7545535273189],[-2.86966001600517,53.7595968380464],[-2.87600585720271,53.7612322575885],[-2.87254231564987,53.7634391926455],[-2.87912385275673,53.7659456686563],[-2.87987258414156,53.769788289943],[-2.88008840380966,53.769792316805],[-2.89633206661785,53.7811706030906],[-2.8799427343432,53.781425276759],[-2.87947610622776,53.781520121693],[-2.87915715539252,53.7790029856622],[-2.87083795830176,53.7802327452143],[-2.86938833062341,53.7781963784234],[-2.86726087985164,53.7818204700087],[-2.85688312234096,53.7781305588473],[-2.86074585495878,53.7829889920081],[-2.86496993656535,53.787194623215],[-2.86121261883096,53.7931160521244],[-2.87087678525474,53.8060539995013],[-2.86851876170683,53.81429780115],[-2.88319522538912,53.824458322324],[-2.87967499989977,53.828925701648],[-2.87012343988513,53.8313708889286]]],""type"":""Polygon""}"
E02005206,"{""coordinates"":[[[-3.03271934035076,53.7806596197124],[-3.02880163577557,53.7731166268552],[-3.02737399478968,53.7733407646971],[-3.01555142150592,53.7745664270741],[-3.00796721963403,53.7706508485837],[-3.01129473653817,53.7656848130933],[-3.01721751225353,53.764864253644],[-3.02295883481239,53.7614503401594],[-3.01984111222657,53.7589809855067],[-3.02342128088463,53.7594535149447],[-3.0237322534253,53.7609721219339],[-3.03576995804629,53.7581200154963],[-3.03833277829077,53.7602499619846],[-3.0456978190457,53.7606036992035],[-3.0506044690206,53.7592683202229],[-3.05502287447923,53.7619850663061],[-3.05677766035091,53.7765592251202],[-3.04748628625205,53.7781986908658],[-3.03982537914924,53.7795743403332],[-3.03418676866773,53.7805683821332],[-3.03271934035076,53.7806596197124]]],""type"":""Polygon""}"
E02005207,"{""coordinates"":[[[-3.01555142150592,53.7745664270741],[-2.99776052400648,53.7744388495526],[-2.99656059396,53.774449495458],[-2.98950259427948,53.7723038116697],[-2.98214467861228,53.769850648581],[-2.98362115993365,53.7663614582565],[-2.97284232271752,53.7612181463374],[-2.97282412409368,53.7573488515051],[-2.97846319027009,53.7446256035325],[-2.99016784080623,53.7464614384657],[-2.99646799259874,53.7476289371095],[-2.99150949853199,53.7471676869406],[-2.99583015039639,53.7523445110741],[-2.99848692080156,53.7505102324675],[-3.00435264438293,53.7525999156055],[-3.00338967598256,53.7523679943547],[-3.00746554780653,53.7535163969153],[-3.01103435652626,53.7511671751029],[-3.01511814385752,53.7545139283275],[-3.02242426152794,53.7527172945763],[-3.01952247047679,53.7541837002673],[-3.01321336066461,53.7574248349512],[-3.01984111222657,53.7589809855067],[-3.02295883481239,53.7614503401594],[-3.01721751225353,53.764864253644],[-3.01129473653817,53.7656848130933],[-3.00796721963403,53.7706508485837],[-3.01555142150592,53.7745664270741]]],""type"":""Polygon""}"
E02005208,"{""coordinates"":[[[-3.01984111222657,53.7589809855067],[-3.01321336066461,53.7574248349512],[-3.01952247047679,53.7541837002673],[-3.02242426152794,53.7527172945763],[-3.02534723559117,53.7511432838037],[-3.02156096420945,53.7493420550049],[-3.01617497010599,53.7473584467329],[-3.0216157604467,53.7427334037708],[-3.02575317802713,53.7447849809095],[-3.02686913496603,53.7430672423666],[-3.03477054695082,53.7480696517677],[-3.03898682560632,53.7474825924141],[-3.04813988242399,53.7571712247021],[-3.04868592534745,53.7585707300655],[-3.04952888541516,53.7580884996524],[-3.04983260302624,53.7579147250407],[-3.0506044690206,53.7592683202229],[-3.0456978190457,53.7606036992035],[-3.03833277829077,53.7602499619846],[-3.03576995804629,53.7581200154963],[-3.0237322534253,53.7609721219339],[-3.02342128088463,53.7594535149447],[-3.01984111222657,53.7589809855067]]],""type"":""Polygon""}"
E02005209,"{""coordinates"":[[[[-2.84528374007783,53.7407803924101],[-2.85574030061556,53.7385192024373],[-2.85946832220495,53.7497402352998],[-2.85383839809164,53.749345148972],[-2.84528374007783,53.7407803924101]]],[[[-2.87912385275673,53.7659456686563],[-2.87254231564987,53.7634391926455],[-2.87600585720271,53.7612322575885],[-2.86966001600517,53.7595968380464],[-2.86515771693,53.7545535273189],[-2.8542868251824,53.754931469717],[-2.85965201199301,53.74975312583],[-2.8566517343335,53.7384578497135],[-2.86295597789542,53.7374552693361],[-2.87600345167327,53.7376121491764],[-2.88353124326299,53.7350079735006],[-2.8955041502434,53.7335918957668],[-2.89988754747908,53.7355508192463],[-2.89591795787312,53.7335186983604],[-2.90040157863355,53.7328585248108],[-2.90208161954822,53.7364924578316],[-2.90095798753624,53.7327923177875],[-2.9291630632849,53.7315088048575],[-2.92962802728474,53.7324588827303],[-2.9249834437851,53.7334215250039],[-2.92968674617675,53.73257345852],[-2.92989596002072,53.7329780540211],[-2.92994159063021,53.7330685805655],[-2.93034296286593,53.7338463800584],[-2.92202373563022,53.7349849583501],[-2.93039184450216,53.7340060223214],[-2.93205677399307,53.7372476874193],[-2.93209176423628,53.737328364721],[-2.93365950790634,53.7405574213346],[-2.93182291553065,53.7409501439846],[-2.92887912931266,53.7391728575134],[-2.9281806273141,53.7383143095634],[-2.92692158529637,53.7380085716593],[-2.92270605138833,53.7370002943825],[-2.91879097786629,53.7378043153491],[-2.91670888533506,53.737221660128],[-2.91607556593422,53.7375186508722],[-2.9115359821549,53.7365843677835],[-2.91644224906629,53.7377890757777],[-2.91603668991156,53.744309663214],[-2.91697157949195,53.7375609628962],[-2.91903889658184,53.7380495968728],[-2.92261581388743,53.7372409868351],[-2.92748961970351,53.7383304549324],[-2.92815746793269,53.7389158095883],[-2.92591419759443,53.738251865088],[-2.9197964334293,53.7403196391105],[-2.92630314853186,53.7384960402395],[-2.93151179954515,53.7412797335491],[-2.9341503822889,53.7413580318015],[-2.93499766523804,53.7421070796723],[-2.93678017257103,53.74462090154],[-2.93971853305183,53.7583258560767],[-2.92835390202225,53.7669695970369],[-2.92288837130422,53.7644377817418],[-2.89412483828687,53.7696059464078],[-2.88537390468545,53.7653914630577],[-2.88008840380966,53.769792316805],[-2.87987258414156,53.769788289943],[-2.87912385275673,53.7659456686563]]]],""type"":""MultiPolygon""}"
E02005210,"{""coordinates"":[[[-3.01511814385752,53.7545139283275],[-3.01103435652626,53.7511671751029],[-3.00746554780653,53.7535163969153],[-3.00338967598256,53.7523679943547],[-3.00435264438293,53.7525999156055],[-2.99848692080156,53.7505102324675],[-2.99583015039639,53.7523445110741],[-2.99150949853199,53.7471676869406],[-2.99646799259874,53.7476289371095],[-2.99016784080623,53.7464614384657],[-2.97846319027009,53.7446256035325],[-2.97527235213699,53.7388533303964],[-2.97890413306438,53.7389051094543],[-2.97970392384275,53.7350672016114],[-2.98008474312373,53.7344228688598],[-3.00082121220095,53.7367108607846],[-3.0184084155416,53.7395130968511],[-3.02686913496603,53.7430672423666],[-3.02575317802713,53.7447849809095],[-3.0216157604467,53.7427334037708],[-3.01617497010599,53.7473584467329],[-3.02156096420945,53.7493420550049],[-3.02534723559117,53.7511432838037],[-3.02242426152794,53.7527172945763],[-3.01511814385752,53.7545139283275]]],""type"":""Polygon""}"
E02005211,"{""coordinates"":[[[[-2.92968674617675,53.73257345852],[-2.93375802973416,53.7319386419329],[-2.92989596002072,53.7329780540211],[-2.92968674617675,53.73257345852]]],[[[-2.92994159063021,53.7330685805655],[-2.93412148924892,53.7319843210371],[-2.93513210315017,53.7330639374688],[-2.93034296286593,53.7338463800584],[-2.92994159063021,53.7330685805655]]],[[[-2.93205677399307,53.7372476874193],[-2.93039184450216,53.7340060223214],[-2.9345285216591,53.734283072839],[-2.93205677399307,53.7372476874193]]],[[[-2.93209176423628,53.737328364721],[-2.93543157391113,53.7333838344459],[-2.94010538253801,53.7323681037385],[-2.93740904620931,53.7354960563693],[-2.93747071215949,53.7355619168444],[-2.94077042924308,53.7322819929465],[-2.94937213764151,53.7327049317129],[-2.94960300042754,53.7342775193726],[-2.93822348294462,53.7363658990613],[-2.93828047589313,53.7364267792739],[-2.94274831159301,53.7357233543682],[-2.93932808538395,53.7375455879745],[-2.93365950790634,53.7405574213346],[-2.93209176423628,53.737328364721]]],[[[-2.93971853305183,53.7583258560767],[-2.93678017257103,53.74462090154],[-2.93548668218464,53.7415947848529],[-2.94388887596563,53.7416274555546],[-2.94380470287587,53.7414573015838],[-2.93588587904823,53.7412051723616],[-2.93982591733931,53.7380772488812],[-2.94968895543638,53.7348631885435],[-2.98008474312373,53.7344228688598],[-2.97970392384275,53.7350672016114],[-2.97890413306438,53.7389051094543],[-2.97527235213699,53.7388533303964],[-2.97846319027009,53.7446256035325],[-2.97282412409368,53.7573488515051],[-2.96271346191834,53.7521323951453],[-2.95257831779887,53.7510568006027],[-2.94758924511421,53.7517256856187],[-2.95366052959098,53.7557590475631],[-2.93971853305183,53.7583258560767]]]],""type"":""MultiPolygon""}"
E02005212,"{""coordinates"":[[[-2.39674192591389,53.7819830808714],[-2.40127459457749,53.7807667083787],[-2.40132487365267,53.7807024110743],[-2.40858982134926,53.7768354923424],[-2.41140328250831,53.7791198526272],[-2.4143233409977,53.7777892936217],[-2.41643434534724,53.7769005164287],[-2.42380554065799,53.7744915384526],[-2.43218420314471,53.7804926105917],[-2.4328931616115,53.7807692714302],[-2.43355146562088,53.7808207060783],[-2.43414454768601,53.7805976368279],[-2.44280963721128,53.7805867595214],[-2.44325676289841,53.7807213301107],[-2.44783346386456,53.7824970735312],[-2.44747871512725,53.7874794344429],[-2.44760102534549,53.78902693633],[-2.44139999501169,53.7938114408179],[-2.4369583734571,53.7968073578673],[-2.40001161782306,53.8155700234473],[-2.39673648117177,53.8166193006831],[-2.39338731461358,53.8144899519693],[-2.39946450671598,53.8096373025653],[-2.39720810189938,53.8030292611384],[-2.38798588486058,53.8025522617466],[-2.38620252148015,53.802512796549],[-2.36980639349636,53.8014785807388],[-2.36974595997583,53.7941274722467],[-2.37200044476652,53.7937896029777],[-2.37735095392113,53.7923645810797],[-2.37710864633827,53.7880980951981],[-2.38432760049504,53.7864753245945],[-2.39137627289292,53.7828867974076],[-2.39674192591389,53.7819830808714]]],""type"":""Polygon""}"
E02005213,"{""coordinates"":[[[-2.35930127334834,53.7972162136897],[-2.34457474528256,53.7932733294932],[-2.34230554601873,53.7948276452605],[-2.33866060124204,53.7921665442083],[-2.33579722028974,53.782495085024],[-2.3299817892979,53.7809175718163],[-2.33117421184045,53.769402017876],[-2.33985274796952,53.7665775945679],[-2.34002896198973,53.7691959729793],[-2.35158818882882,53.768459200641],[-2.35366805652944,53.7702170806867],[-2.36975864155851,53.7645065740597],[-2.37514916870757,53.7648856974538],[-2.37680381097888,53.7602550728131],[-2.38120461916668,53.7622412015423],[-2.38575311170998,53.7654233490487],[-2.38352139326138,53.7675190793717],[-2.38906056598754,53.7668346037141],[-2.39767519204889,53.7644524478414],[-2.40206692586479,53.7658472227344],[-2.40118476491173,53.7697711059998],[-2.3959219839636,53.7796128393107],[-2.39169286892295,53.7814781035855],[-2.39137627289292,53.7828867974076],[-2.38432760049504,53.7864753245945],[-2.37710864633827,53.7880980951981],[-2.37735095392113,53.7923645810797],[-2.37200044476652,53.7937896029777],[-2.36974595997583,53.7941274722467],[-2.35664464490516,53.792922823109],[-2.35930127334834,53.7972162136897]]],""type"":""Polygon""}"
E02005214,"{""coordinates"":[[[-2.44280963721128,53.7805867595214],[-2.43414454768601,53.7805976368279],[-2.43355146562088,53.7808207060783],[-2.4328931616115,53.7807692714302],[-2.43218420314471,53.7804926105917],[-2.42380554065799,53.7744915384526],[-2.41643434534724,53.7769005164287],[-2.4143233409977,53.7777892936217],[-2.41140328250831,53.7791198526272],[-2.40858982134926,53.7768354923424],[-2.40132487365267,53.7807024110743],[-2.40127459457749,53.7807667083787],[-2.39674192591389,53.7819830808714],[-2.39137627289292,53.7828867974076],[-2.39169286892295,53.7814781035855],[-2.3959219839636,53.7796128393107],[-2.40118476491173,53.7697711059998],[-2.40206692586479,53.7658472227344],[-2.39767519204889,53.7644524478414],[-2.39647820688377,53.7637127219374],[-2.40228151581412,53.7545986566453],[-2.4181879832994,53.7510308964135],[-2.43009099964397,53.7500708476284],[-2.43965132639931,53.748299987002],[-2.43965771004765,53.7483074919269],[-2.44574518345275,53.7547268900218],[-2.45177990183654,53.7564546822349],[-2.4520072968824,53.7600301963985],[-2.4463169558105,53.7665898166105],[-2.45554442808633,53.7740615839277],[-2.46520471119584,53.7803626030693],[-2.46556677133482,53.7805561300852],[-2.46580761491422,53.7808131171119],[-2.44747871512725,53.7874794344429],[-2.44783346386456,53.7824970735312],[-2.44325676289841,53.7807213301107],[-2.44280963721128,53.7805867595214]]],""type"":""Polygon""}"
E02005215,"{""coordinates"":[[[-2.35366805652944,53.7702170806867],[-2.35158818882882,53.768459200641],[-2.34002896198973,53.7691959729793],[-2.33985274796952,53.7665775945679],[-2.33117421184045,53.769402017876],[-2.32852836851596,53.7612408037973],[-2.31991684965308,53.7555693913938],[-2.33499518430938,53.7588428138112],[-2.3522314192769,53.7531444865082],[-2.35740701912816,53.7523475194293],[-2.36129519689357,53.7516359537295],[-2.36293374757923,53.7542643032588],[-2.36482897216114,53.755832976661],[-2.3657081738988,53.756542872909],[-2.36731264309868,53.7578668574699],[-2.37638391780247,53.758361348403],[-2.37680381097888,53.7602550728131],[-2.37514916870757,53.7648856974538],[-2.36975864155851,53.7645065740597],[-2.35366805652944,53.7702170806867]]],""type"":""Polygon""}"
E02005216,"{""coordinates"":[[[-2.38600413561449,53.7544505338177],[-2.38893159006243,53.7505202864203],[-2.39779952060812,53.7519079498138],[-2.40063196561963,53.7512455075063],[-2.40529717919747,53.7500233699613],[-2.41253812166307,53.7508062962764],[-2.409048381856,53.7500032490292],[-2.41439369450481,53.7454767366369],[-2.4079134781129,53.7451570161073],[-2.40892314761858,53.7416110710896],[-2.42417248529658,53.7409034687643],[-2.4181879832994,53.7510308964135],[-2.40228151581412,53.7545986566453],[-2.39647820688377,53.7637127219374],[-2.39767519204889,53.7644524478414],[-2.38906056598754,53.7668346037141],[-2.38352139326138,53.7675190793717],[-2.38575311170998,53.7654233490487],[-2.38120461916668,53.7622412015423],[-2.37680381097888,53.7602550728131],[-2.37638391780247,53.758361348403],[-2.37714419646012,53.7555535158113],[-2.38095855088811,53.7550930269284],[-2.38600413561449,53.7544505338177]]],""type"":""Polygon""}"
E02005217,"{""coordinates"":[[[-2.3684221569645,53.750658655906],[-2.36545610248566,53.7471382793508],[-2.36286164055178,53.7399271648672],[-2.36656021260384,53.7415887945817],[-2.3744635973625,53.7381517279761],[-2.3793906544581,53.7409083812695],[-2.38464498674933,53.7435010420079],[-2.38562699223623,53.7441997516955],[-2.38767220051015,53.7477296655152],[-2.38754787251738,53.7505733905266],[-2.38893159006243,53.7505202864203],[-2.38600413561449,53.7544505338177],[-2.38095855088811,53.7550930269284],[-2.37714419646012,53.7555535158113],[-2.37638391780247,53.758361348403],[-2.36731264309868,53.7578668574699],[-2.3657081738988,53.756542872909],[-2.36482897216114,53.755832976661],[-2.3684221569645,53.750658655906]]],""type"":""Polygon""}"
E02005218,"{""coordinates"":[[[-2.39779952060812,53.7519079498138],[-2.38893159006243,53.7505202864203],[-2.38754787251738,53.7505733905266],[-2.38767220051015,53.7477296655152],[-2.38562699223623,53.7441997516955],[-2.38464498674933,53.7435010420079],[-2.39360220298816,53.7410805704408],[-2.3946856648478,53.7413772600958],[-2.39986571695277,53.7368005027803],[-2.40422889723224,53.7392299232763],[-2.40280263792883,53.7412783984695],[-2.40607482393511,53.7450332191247],[-2.4079134781129,53.7451570161073],[-2.41439369450481,53.7454767366369],[-2.409048381856,53.7500032490292],[-2.41253812166307,53.7508062962764],[-2.40529717919747,53.7500233699613],[-2.40063196561963,53.7512455075063],[-2.39779952060812,53.7519079498138]]],""type"":""Polygon""}"
E02005219,"{""coordinates"":[[[-2.31991684965308,53.7555693913938],[-2.313724163258,53.7515751630218],[-2.31410914443603,53.7470388937297],[-2.32614824349058,53.7473356578715],[-2.32488822838068,53.7430279583707],[-2.32577190825632,53.7343533943781],[-2.33816609094616,53.7296935150205],[-2.34242907665942,53.7239394854394],[-2.3425129449263,53.7238313879872],[-2.35528462588509,53.7221704713675],[-2.36556937392145,53.7280646032474],[-2.35997401721472,53.7345663685135],[-2.35524538760644,53.7355236613134],[-2.36286164055178,53.7399271648672],[-2.36545610248566,53.7471382793508],[-2.3684221569645,53.750658655906],[-2.36482897216114,53.755832976661],[-2.36293374757923,53.7542643032588],[-2.36129519689357,53.7516359537295],[-2.35740701912816,53.7523475194293],[-2.3522314192769,53.7531444865082],[-2.33499518430938,53.7588428138112],[-2.31991684965308,53.7555693913938]]],""type"":""Polygon""}"
E02005220,"{""coordinates"":[[[-2.4181879832994,53.7510308964135],[-2.42417248529658,53.7409034687643],[-2.40892314761858,53.7416110710896],[-2.4079134781129,53.7451570161073],[-2.4060748239438,53.7450332200235],[-2.40280263792883,53.7412783984695],[-2.40422889723224,53.7392299232763],[-2.39986571695277,53.7368005027803],[-2.3946856648478,53.7413772600958],[-2.39360220298816,53.7410805704408],[-2.38464498674933,53.7435010420079],[-2.3793906544581,53.7409083812695],[-2.3744635973625,53.7381517279761],[-2.36656021260384,53.7415887945817],[-2.36286164055178,53.7399271648672],[-2.35524538760644,53.7355236613134],[-2.35997401873058,53.7345663685089],[-2.36556937392145,53.7280646032474],[-2.35528462588509,53.7221704713675],[-2.35719589938265,53.7199297862317],[-2.35780307010031,53.7192758643029],[-2.36743176590167,53.7147015798244],[-2.40459048237822,53.7065050284563],[-2.41098928779677,53.7051370093729],[-2.41996606641485,53.7083216515758],[-2.41834568614871,53.7114245045164],[-2.43290819636753,53.7195258235659],[-2.43286886683412,53.7195504760224],[-2.43300531058764,53.7235478890124],[-2.43306162467872,53.724026409792],[-2.43858616008815,53.7322833809593],[-2.43988454370145,53.7359566454826],[-2.44152099494338,53.7446813497932],[-2.44155502632671,53.7447564278914],[-2.43965132639931,53.748299987002],[-2.43009099964397,53.7500708476284],[-2.4181879832994,53.7510308964135]]],""type"":""Polygon""}"
E02005221,"{""coordinates"":[[[[-2.82857535098422,54.1414979770229],[-2.82809006992636,54.1405630989507],[-2.831154604839,54.1409437156217],[-2.82857535098422,54.1414979770229]]],[[[-2.77890372880252,54.1895164858073],[-2.76823198788088,54.1859640971587],[-2.75505267268977,54.1876259124177],[-2.7543628136749,54.187662313337],[-2.74930134303755,54.1889550016136],[-2.73438702814597,54.1841108255808],[-2.73651351982812,54.1768071346307],[-2.73648814140594,54.1689811226673],[-2.73795542512884,54.1612503672547],[-2.73928981636668,54.1505489725242],[-2.73277839779273,54.1437766447363],[-2.73565982652234,54.1405158946948],[-2.75763033544692,54.124530195807],[-2.76047580103877,54.1159175438348],[-2.76091654720052,54.1131627681821],[-2.76857594437133,54.1124365609934],[-2.77965353376566,54.1138827714245],[-2.77964364102241,54.1189973608222],[-2.79436645063905,54.122329603207],[-2.79856025740054,54.122410774703],[-2.79292070040123,54.1276127683796],[-2.78667539181804,54.1338301459198],[-2.78644363116958,54.1340608180524],[-2.78636533636175,54.1340668053073],[-2.78565375250934,54.1341212009371],[-2.78508383053228,54.1350449705101],[-2.78690643247031,54.1343899512702],[-2.79043906044888,54.13263305257],[-2.79463543745934,54.1277529202737],[-2.80477754792501,54.13136326509],[-2.80184203566884,54.1259659538135],[-2.8059267588693,54.1226088020744],[-2.82072141859022,54.1229826243725],[-2.83051082579494,54.1346333677929],[-2.83126315610789,54.1398698236312],[-2.82868799204099,54.140303733195],[-2.8282539720585,54.1391895409776],[-2.82681333426546,54.1399436332299],[-2.8280051926436,54.1435197611712],[-2.83698956144836,54.1422208778701],[-2.84187560889081,54.1496811478062],[-2.83700492650247,54.1506321329214],[-2.83670030886172,54.1507261941468],[-2.86298463026108,54.1554874088006],[-2.86598971786357,54.1602850345383],[-2.86192148720126,54.16724825171],[-2.86949172438674,54.176686402244],[-2.83721706739305,54.1741723282892],[-2.81611449521767,54.1818173901743],[-2.81633333819707,54.1898095914275],[-2.79721442163859,54.1970675804805],[-2.77902474825935,54.1895445265383],[-2.77890372880252,54.1895164858073]]]],""type"":""MultiPolygon""}"
